NONHSAG000001 DDX11L1
AC005884.1 NONHSAG022399
AC005884.1 ENSG00000267207
AC006116.1 ZSCAN5A
AC006369.2 ENSG00000236572
AC006369.2 NONHSAG079779
AC006369.2 ENSG00000236213
AC006427.1 NONHSAG087418
AC006427.1 TAPT1-AS1
AC006504.1 ENSG00000261770
AC006504.1 CTC-459F4.1
AC006504.1 NONHSAG025379
AC006504.1 LINC00662
AC006504.2 NONHSAG025380
AC006504.2 NONHSAG025381
AC006504.2 ENSG00000266977
AC007009.1 ENSG00000229970
AC007009.1 AC007128.1
AC007009.1 NONHSAG096130
AC007128.1 AC007009.1
AC007128.1 ENSG00000229970
AC007128.1 ENSG00000272328
AC007128.1 NONHSAG096130
AC007559.1 NONHSAG030716
AC007639.1 NONHSAG022657
AC007879.1 ENSG00000286568
AC007879.1 NONHSAG078123
AC007879.1 ENSG00000224342
AC007879.1 NONHSAG030359
AC007879.1 ENSG00000229647
AC008074.3 ENSG00000260101
AC008074.3 RP11-568N6.1
AC008731.1 NONHSAG018921
AC008731.1 ENSG00000261669
AC009053.1 NONHSAG019971
AC009113.1 NONHSAG020329
AC009113.1 ENSG00000259877
AC009229.4 NONHSAG027505
AC009229.4 ENSG00000227292
AC009303.1 CCDC93
AC009303.3 NONHSAG029074
AC009303.3 RP11-98C1.1
AC009303.3 NONHSAG029072
AC009303.3 ENSG00000235066
AC009948.3 NONHSAG029957
AC009948.3 ENSG00000270277
AC009948.3 NONHSAG029956
AC009950.2 NONHSAG030724
AC009950.2 ENSG00000225963
AC009961.3 NONHSAG110351
AC009961.3 ENSG00000226266
AC010609.1 NONHSAG042035
AC010609.1 ENSG00000253980
AC010976.2 NONHSAG029198
AC011450.1 NONHSAG026230
AC011450.1 ENSG00000197813
AC011497.1 NONHSAG025907
AC011497.1 ENSG00000268605
AC011995.1 NONHSAG026834
AC013553.1 NONHSAG017181
AC013727.2 NONHSAG028780
AC013727.2 ENSG00000232597
AC013727.2 ENSG00000236141
AC016205.1 NONHSAG075131
AC016205.1 LINC00669
AC016251.2 NONHSAG018005
AC016251.2 NONHSAG070960
AC016251.2 NR2F2-AS1
AC016700.3 NONHSAG028096
AC016700.3 ENSG00000233060
AC016722.1 NONHSAG027677
AC016757.1 NONHSAG030936
AC016757.1 ENSG00000186235
AC016773.1 NONHSAG037275
AC016773.1 ENSG00000270195
AC016773.1 TACC3
AC017048.3 RP11-324L17.1
AC017048.3 NONHSAG080772
AC017048.3 ENSG00000163364
AC018442.1 VPS13B
AC018462.2 NONHSAG027900
AC018737.1 NONHSAG029136
AC020911.1 NONHSAG025029
AC020915.4 NONHSAG026710
AC020928.2 NONHSAG025666
AC020928.2 ENSG00000267260
AC022872.1 NONHSAG017335
AC022872.1 ENSG00000261632
AC022916.1 NONHSAG021537
AC022916.1 ENSG00000266947
AC023115.1 NONHSAG028041
AC023490.1 NONHSAG033312
AC024270.1 NONHSAG017683
AC024270.1 NONHSAG017686
AC024270.1 ENSG00000260351
AC024270.1 ENSG00000260608
AC024270.1 NONHSAG017679
AC024270.1 ENSG00000259805
AC025171.1 CTD-2201E18.3
AC025171.1 NONHSAG090943
AC025171.1 ENSG00000177738
AC026462.2 NONHSAG019462
AC026904.1 ENSG00000233858
AC026904.1 NONHSAG050177
AC026904.1 ENSG00000253608
AC040934.1 NONHSAG022040
AC040934.1 ENSG00000253347
AC040934.1 ENSG00000263293
AC058791.1 NONHSAG048817
AC068138.1 NONHSAG030679
AC068473.1 ENSG00000274828
AC068473.1 NONHSAG024248
AC068473.1 ENSG00000178412
AC068473.1 RP11-567M16.3
AC068491.1 NONHSAG028946
AC069277.2 NONHSAG034336
AC069277.2 ENSG00000189229
AC073218.1 ENSG00000232153
AC073257.2 NONHSAG079026
AC073316.1 NONHSAG046817
AC073316.1 ENSG00000217455
AC073636.1 NONHSAG029921
AC073636.1 ENSG00000227098
AC074286.1 NONHSAG029925
AC074286.1 ENSG00000236501
AC074286.1 ENSG00000229337
AC078883.3 NONHSAG079231
AC079354.3 NONHSAG030269
AC079610.2 NONHSAG030424
AC083843.1 NONHSAG100985
AC083843.1 ENSG00000253433
AC083843.2 NONHSAG100985
AC083843.2 ENSG00000253433
AC087393.1 NONHSAG073025
AC087393.1 RP11-344E13.3
AC090587.2 NONHSAG007479
AC090587.2 ENSG00000229368
AC090587.2 STIM1
AC091047.1 NONHSAG050463
AC091153.1 RP11-314A20.1
AC092171.1 ENSG00000241269
AC092171.1 NONHSAG046847
AC092171.1 ENSG00000188365
AC092296.1 NONHSAG025650
AC092329.1 ENSG00000269107
AC092329.1 ENSG00000284428
AC092329.1 RP11-15H20.6
AC092329.1 NONHSAG025352
AC092431.1 NONHSAG028083
AC092431.1 ENSG00000231024
AC093158.1 NONHSAG001837
AC093158.1 ENSG00000237324
AC093510.1 NONHSAG040992
AC093510.1 ENSG00000255647
AC093510.2 NONHSAG040990
AC093799.1 NONHSAG096513
AC096559.1 NONHSAG027035
AC096649.1 NONHSAG029890
AC096649.1 ENSG00000229750
AC096921.2 NONHSAG034678
AC096921.2 ENSG00000261468
AC097532.1 NONHSAG029336
AC097532.1 ENSG00000230803
AC098617.1 NONHSAG078058
AC098617.1 ENSG00000233766
AC103563.8 NONHSAG028558
AC103810.1 NONHSAG022519
AC103810.2 NONHSAG022518
AC103810.2 ENSG00000266644
AC103810.2 NONHSAG022516
AC103810.2 ENSG00000265218
AC104563.1 NONHSAG007903
AC104563.1 NONHSAG007898
AC105760.2 NONHSAG081227
AC105760.2 ENSG00000227252
AC106870.2 NONHSAG027379
AC107079.1 ENSG00000224844
AC107079.1 NONHSAG081234
AC109315.1 RP11-267C16.2
AC109315.1 NONHSAG023877
AC109315.1 ENSG00000227115
AC109315.1 RP11-267C16.1
AC110491.1 NONHSAG035547
AC110491.1 ENSG00000261292
AC113191.1 NONHSAG050116
AC114730.3 NONHSAG031045
AC114730.3 ENSG00000235351
AC116351.1 NONHSAG039655
AC116609.2 NONHSAG077040
AC116609.3 NONHSAG026788
AC116609.3 ENSG00000272342
AC128709.2 NONHSAG037146
AC128709.2 NONHSAG037147
AC128709.2 ENSG00000229912
AC128709.2 ENSG00000235126
AC139530.1 NONHSAG023018
AC139530.1 ENSG00000262049
AC145098.1 NONHSAG042360
AC145098.1 ENSG00000248996
AC156455.1 ENSG00000256546
AC156455.1 NONHSAG012566
AC159540.2 NONHSAG028643
AC159540.2 ENSG00000277701
AD000671.1 NONHSAG025600
AD000671.1 LIN37
AF131215.2 NONHSAG049532
AL021068.1 NONHSAG003414
AL021068.1 ENSG00000213062
AL021546.1 COX6A1
AL022069.1 ENSG00000261420
AL022069.1 RP1-168L15.5
AL022069.1 NONHSAG093825
AL022341.1 ENSG00000228201
AL022341.1 NONHSAG018193
AL121985.1 NONHSAG003220
AL137003.1 RP1-151F17.1
AL137003.1 ENSG00000229931
AL137003.1 NONHSAG093019
AL139022.1 NONHSAG015234
AL139022.1 ENSG00000259118
AL354696.2 NONHSAG013322
AL354696.2 NONHSAG013319
AL354696.2 ENSG00000278390
AL359220.1 NONHSAG015169
AL359220.1 ENSG00000247287
AL645568.1 NONHSAG003487
AL645568.1 ENSG00000203739
AL645568.1 NONHSAG003486
AL671710.1 NONHSAG034227
AL671710.1 ENSG00000273192
ANKRD20A2 ENSG00000240240
AP000345.1 NONHSAG033477
AP000345.1 ENSG00000224277
AP000439.2 ENSG00000255774
AP000439.3 NONHSAG008889
AP000439.3 ENSG00000255980
AP000442.1 NONHSAG063443
AP000442.1 ENSG00000255008
AP000442.1 AP000442.4
AP000797.3 ENSG00000257067
AP000797.3 AP000797.4
AP000797.3 NONHSAG063113
AP001029.1 NONHSAG023401
AP001029.1 ENSG00000267108
AP001029.1 RP11-861E21.1
AP001057.1 AP001058.3
AP001057.1 NONHSAG083209
AP001372.2 ENSG00000254837
AP001372.2 POLD3
AP002478.2 NONHSAG023240
AP002478.2 DLGAP1
AP003486.1 ENSG00000255455
AP003486.1 NONHSAG010061
AP003486.1 SNX19
AP004372.1 NONHSAG010075
C16orf45 ENSG00000257769
C16orf45 NONHSAG018704
C1orf61 NONHSAG059492
C21orf2 NONHSAG033023
C21orf2 ENSG00000241728
C5orf56 ENSG00000197536
C7orf55-LUC7L2 NONHSAG048936
C7orf55-LUC7L2 C7orf55
C8orf59 NONHSAG050656
C9orf3 NONHSAG052911
C9orf3 NONHSAG052912
C9orf3 ENSG00000236095
C9orf3 NONHSAG052918
C9orf3 NONHSAG052915
CARS NONHSAG007445
CCDC114 NONHSAG026164
CYR61 NONHSAG001973
FAM153C ENSG00000204677
FAM208B NONHSAG005113
FAM45A NONHSAG006992
FAM84A NONHSAG027057
FGFR1OP NONHSAG045408
FGFR1OP ENSG00000272980
FGFR1OP RP11-517H2.6
GPR75-ASB3 NONHSAG027758
H3F3AP4 NONHSAG029873
H3F3AP4 ENSG00000236449
HEXDC ENSG00000279066
HIST2H2BA ENSG00000234998
HKR1 NONHSAG025687
HKR1 NONHSAG025688
HKR1 ENSG00000267682
HKR1 NONHSAG025683
IARS SNORA84
KIAA0391 NONHSAG014691
KIAA0556 NONHSAG018972
KIAA1211L NONHSAG028686
KIAA1257 ENSG00000279507
KIAA1257 NONHSAG036032
KIAA1324 NONHSAG002329
KIAA1468 NONHSAG024026
LINC00483 NONHSAG022206
LINC00908 NONHSAG024201
LRMP RP11-713N11.5
LRMP NONHSAG010702
MARS NONHSAG011432
MARS NONHSAG011429
MKL1 NONHSAG033990
MKL2 NONHSAG018664
MKL2 ENSG00000276564
MKL2 NONHSAG018666
MKL2 NONHSAG018667
MKL2 NONHSAG018668
MUM1 NONHSAG024359
MUM1 NONHSAG024355
ORAOV1 NONHSAG008896
PWAR6 ENSG00000257151
PWAR6 NONHSAG016307
PWAR6 ENSG00000224078
SGK494 RP11-192H23.4
STT3A-AS1 NONHSAG009958
TCTEX1D2 NONHSAG037107
TMEM56 NONHSAG002138
TMEM56 ENSG00000231992
WISP2 NONHSAG031843
WRB NONHSAG032872
YAE1D1 NONHSAG047399
Z83844.2 NONHSAG033885
Z83844.2 ENSG00000233360
AC000095.9 NONHSAG033247
AC002044.4 ENSG00000272330
AC002044.4 ZFHX3
AC002116.8 NONHSAG025630
AC002116.8 ENSG00000248101
AC002310.7 NONHSAG019106
AC002310.7 ENSG00000239791
AC003075.4 NONHSAG097663
AC003075.4 ENSG00000237773
AC003084.2 NONHSAG048631
AC003090.1 NONHSAG047150
AC003090.1 NONHSAG096998
AC003090.1 ENSG00000223561
AC004051.2 NONHSAG038608
AC004051.2 ENSG00000246774
AC004156.3 NONHSAG024305
AC004156.3 ENSG00000267666
AC004158.3 NONHSAG019925
AC004158.3 NONHSAG019927
AC004158.3 NONHSAG019928
AC004158.3 NONHSAG019931
AC004158.3 NONHSAG019932
AC004158.3 NONHSAG019933
AC004158.3 NONHSAG019934
AC004158.3 NONHSAG019935
AC004158.3 NONHSAG019936
AC004158.3 ENSG00000260664
AC004381.6 U4atac
AC004485.3 NONHSAG097712
AC004485.3 ENSG00000228944
AC004702.2 ENSG00000263494
AC004702.2 SPECC1
AC004854.4 NONHSAG097858
AC004854.4 ENSG00000234183
AC004878.2 AC004878.8
AC004878.2 ENSG00000277675
AC004878.8 AC004878.2
AC004878.8 ENSG00000277675
AC004895.4 NONHSAG046870
AC004895.4 ENSG00000231704
AC005013.5 ENSG00000228421
AC005013.5 NONHSAG096243
AC005013.5 ENSG00000272568
AC005307.3 NONHSAG076451
AC005307.3 ENSG00000283403
AC005592.2 NONHSAG041796
AC005592.2 NONHSAG041797
AC005592.2 NONHSAG041802
AC005592.2 NONHSAG041798
AC005592.2 NONHSAG090577
AC005592.3 AC005592.1
AC005592.3 NONHSAG090577
AC005614.5 ENSG00000269749
AC006014.7 NONHSAG048000
AC006014.7 POM121C
AC006026.13 ENSG00000234286
AC006042.7 NONHSAG046917
AC006042.7 ENSG00000233108
AC006116.14 ZSCAN5A
AC006116.17 NONHSAG076266
AC006116.17 ENSG00000267549
AC006129.1 ENSG00000268355
AC006129.1 NONHSAG025869
AC007163.6 NONHSAG030220
AC007163.6 ENSG00000230408
AC007182.6 NONHSAG069876
AC007182.6 ENSG00000224721
AC007193.8 NONHSAG026084
AC007193.8 ENSG00000269151
AC007246.3 NONHSAG077291
AC007246.3 ENSG00000231312
AC007251.2 ENSG00000277527
AC007277.3 NONHSAG029790
AC007277.3 ENSG00000213981
AC007381.3 NONHSAG027852
AC007381.3 ENSG00000228590
AC007386.2 NONHSAG027985
AC007405.4 NONHSAG029790
AC007405.4 ENSG00000234350
AC007773.2 NONHSAG076469
AC007773.2 ENSG00000267213
AC007796.1 NONHSAG025441
AC007796.1 ENSG00000267662
AC007880.1 NONHSAG027985
AC008060.8 ENSG00000236544
AC008281.1 NONHSAG081015
AC008281.1 ENSG00000286199
AC008746.12 ENSG00000267838
AC008746.12 NONHSAG026523
AC008753.6 ENSG00000228323
AC008753.6 NONHSAG026480
AC008984.2 NONHSAG026511
AC008984.2 NONHSAG026512
AC008984.2 ENSG00000275210
AC009133.12 NONHSAG019053
AC009133.12 NONHSAG019051
AC009133.12 ENSG00000238045
AC009229.5 ENSG00000227292
AC009229.6 ENSG00000229160
AC009229.6 ENSG00000227292
AC009495.4 NONHSAG029725
AC009495.4 ENSG00000229195
AC009502.4 NONHSAG030606
AC009502.4 ENSG00000227308
AC009502.4 NONHSAG081009
AC010127.3 NONHSAG029723
AC010127.3 ENSG00000236107
AC010761.14 NEK8
AC010987.5 NONHSAG078777
AC010987.5 ENSG00000235495
AC010987.6 NONHSAG078777
AC011284.3 NONHSAG046824
AC011288.2 NONHSAG096144
AC011288.2 ENSG00000229618
AC011290.4 NONHSAG097818
AC011290.4 ENSG00000227172
AC011558.5 NONHSAG024332
AC011558.5 ENSG00000279753
AC011718.2 NONHSAG033320
AC011747.3 NONHSAG026934
AC011893.3 ENSG00000226806
AC012307.2 ENSG00000228873
AC012363.4 NONHSAG079021
AC012363.4 ENSG00000224789
AC013463.2 NONHSAG029711
AC013463.2 ENSG00000236283
AC015849.13 NONHSAG021567
AC015849.13 ENSG00000270894
AC015849.13 TAF15
AC015849.16 NONHSAG021575
AC015849.19 NONHSAG021566
AC015849.19 ENSG00000270871
AC016912.3 NONHSAG078658
AC017060.1 NONHSAG047021
AC017060.1 ENSG00000236039
AC019181.2 NONHSAG029711
AC019181.2 ENSG00000236283
AC020956.3 NONHSAG025881
AC023115.2 NONHSAG028034
AC023115.2 ENSG00000235885
AC034110.1 NONHSAG024207
AC061992.2 NONHSAG073406
AC061992.2 ENSG00000267737
AC064834.3 ENSG00000234919
AC064834.3 NONHSAG080913
AC068282.3 NONHSAG029188
AC068282.3 ENSG00000236682
AC068831.10 ENSG00000278514
AC068831.10 ENSG00000214432
AC068831.10 NONHSAG070544
AC069363.1 ENSG00000277089
AC073150.6 NONHSAG047211
AC073343.13 NONHSAG046888
AC073343.13 ENSG00000228010
AC074391.1 ENSG00000280257
AC074391.1 NONHSAG028000
AC074391.1 NONHSAG028007
AC074391.1 NONHSAG077419
AC074391.1 ENSG00000204929
AC078941.1 NONHSAG028045
AC079807.4 NONHSAG078671
AC079807.4 ENSG00000230773
AC090505.4 NONHSAG037042
AC090952.5 NONHSAG085366
AC091199.1 ENSG00000275173
AC091729.7 NONHSAG046755
AC091729.7 ENSG00000224079
AC091878.1 NONHSAG090846
AC091878.1 ENSG00000215196
AC092755.4 NONHSAG017059
AC092755.4 NONHSAG017058
AC092755.4 ENSG00000227161
AC092835.2 NONHSAG028567
AC093627.10 NONHSAG046716
AC093627.10 ENSG00000240859
AC093627.12 NONHSAG046722
AC093627.12 ENSG00000240093
AC093818.1 NONHSAG079231
AC093818.1 ENSG00000225205
AC097382.5 NONHSAG037410
AC097382.5 NONHSAG037408
AC097382.5 ENSG00000187904
AC103564.7 ENSG00000229203
AC105760.3 ENSG00000124835
AC105760.3 NONHSAG081227
AC105760.3 ENSG00000227252
AC114730.8 ENSG00000215692
AC124789.1 NONHSAG021653
AC124789.1 ENSG00000276170
AC131056.3 NONHSAG021587
AC131056.3 ENSG00000274767
AC133633.2 ENSG00000282142
AC133633.2 ENSG00000253444
AC133633.2 NONHSAG049384
AC135048.13 ENSG00000261487
AC137723.5 NONHSAG023051
AC137723.5 ENSG00000235296
AC137932.5 ENSG00000260279
AC137932.5 NONHSAG020339
AC137932.6 ENSG00000261253
AC137932.6 NONHSAG108302
AC138430.4 ENSG00000267629
AC138430.4 TM6SF2
AC142293.3 NONHSAG089219
AC142293.3 ENSG00000249942
AC144449.1 NONHSAG029518
AC144449.1 ENSG00000231969
ACA64 NONHSAG003244
ACA64 ENSG00000224985
AF001548.5 NONHSAG018709
AF001548.5 ENSG00000263335
AF001548.5 NDE1
AF064858.10 NONHSAG083174
AF064858.10 ENSG00000235888
AF064858.11 NONHSAG083174
AF064858.11 ENSG00000235888
AF064858.6 NONHSAG083445
AF064858.6 ENSG00000205622
AF064858.8 NONHSAG083174
AF064858.8 ENSG00000235888
AF127936.7 NONHSAG032401
AF127936.7 NONHSAG032399
AF127936.7 ENSG00000281903
AF127936.7 ENSG00000235609
AF165138.7 SAMSN1
AJ006998.2 NONHSAG032413
AJ006998.2 NONHSAG032414
AJ006998.2 ENSG00000224247
AJ006998.2 NONHSAG032416
AJ006998.2 ENSG00000229425
AJ271736.10 ENSG00000270726
AL136419.6 CHMP4A
AL136419.6 NONHSAG014543
AL136419.6 ENSG00000260669
AL162759.1 NONHSAG069769
AL162759.1 ENSG00000235269
AL163953.3 NONHSAG014992
AL163953.3 NONHSAG015000
AL163953.3 NONHSAG068776
AL163953.3 ENSG00000258731
AL163953.3 ENSG00000237356
AL928742.12 ENSG00000227468
AL928742.12 NONHSAG016106
AL928768.3 ENSG00000253701
AL928768.3 NONHSAG016106
AL928768.3 NONHSAG016111
AP000320.7 NONHSAG032731
AP000320.7 NONHSAG032732
AP000320.7 NONHSAG032733
AP000320.7 ENSG00000214955
AP000320.7 ENSG00000272657
AP000442.4 NONHSAG063443
AP000442.4 ENSG00000255008
AP000442.4 AP000442.1
AP000473.5 NONHSAG083289
AP000476.1 NONHSAG082821
AP000476.1 ENSG00000237484
AP000479.1 ENSG00000255433
AP000479.1 NONHSAG062817
AP000688.14 ENSG00000230212
AP000688.14 NONHSAG032766
AP000688.14 NONHSAG032772
AP000695.4 NONHSAG032782
AP000695.4 ENSG00000279365
AP000695.4 ENSG00000233818
AP000695.4 NONHSAG032780
AP000695.4 ENSG00000230479
AP000769.7 NONHSAG106525
AP000769.7 ENSG00000270117
AP000797.4 ENSG00000257067
AP000797.4 AP000797.3
AP000797.4 NONHSAG063113
AP001058.3 NONHSAG083209
AP001058.3 AP001057.1
AP002856.5 NONHSAG064472
AP002856.5 ENSG00000231698
AP003900.6 NONHSAG032352
AP003900.6 ENSG00000277693
ASUN NONHSAG010732
ATP5B SNORD59A
ATP5G2 NONHSAG011251
BRE NONHSAG027346
BRE NONHSAG027349
BSN-AS2 NONHSAG035073
BSN-AS2 ENSG00000226913
BX255923.3 NONHSAG052461
BX255923.3 ENSG00000276462
BX322557.10 NONHSAG033073
BX322557.10 ENSG00000223768
C10orf11 ENSG00000279814
C10orf11 NONHSAG006274
C10orf11 NONHSAG006277
C10orf11 ENSG00000286715
C10orf11 NONHSAG006275
C10orf11 NONHSAG006279
C14orf159 NONHSAG015714
C14orf37 NONHSAG015097
C16orf52 NONHSAG018857
C16orf52 NONHSAG018858
C1orf132 NONHSAG004140
C1orf132 ENSG00000203709
C1orf204 ENSG00000188004
C5orf42 NONHSAG040204
C6orf3 ENSG00000255389
C6orf3 NONHSAG093517
CBWD7 NONHSAG052462
CDIPT-AS1 NONHSAG071590
CDKN2B-AS NONHSAG101229
CDKN2B-AS ENSG00000240498
CDKN2B-AS CDKN2B-AS1
CECR5 NONHSAG033193
CITF22-92A6.1 ENSG00000273145
CPSF3L NONHSAG000091
CPSF3L ENSG00000240731
CRHR1-IT1 NONHSAG022006
CRHR1-IT1 RP11-105N13.4
CTA-217C2.2 ENSG00000273243
CTA-217C2.2 NONHSAG034128
CTA-217C2.2 ENSG00000226328
CTA-298G8.2 NONHSAG047133
CTA-407F11.8 NONHSAG084158
CTA-407F11.8 ENSG00000234884
CTA-481E9.4 NONHSAG018749
CTA-481E9.4 NONHSAG072047
CTA-481E9.4 ENSG00000260242
CTA-481E9.4 ENSG00000259929
CTAGE5 NONHSAG014788
CTB-111H14.1 NONHSAG048503
CTB-111H14.1 ENSG00000267052
CTB-111H14.1 NONHSAG048505
CTB-111H14.1 ENSG00000243797
CTB-113I20.2 NONHSAG041566
CTB-119C2.1 NONHSAG047158
CTB-119C2.1 HNRNPA2B1
CTB-167B5.1 ENSG00000254003
CTB-167B5.1 NONHSAG048146
CTB-35F21.1 NONHSAG090554
CTB-35F21.1 ENSG00000249526
CTB-43P18.1 NONHSAG041695
CTB-43P18.1 ENSG00000272742
CTB-43P18.1 SLC23A1
CTB-51J22.1 ENSG00000232415
CTB-55O6.12 NONHSAG024946
CTB-55O6.12 ENSG00000267169
CTB-58E17.1 NONHSAG021662
CTB-58E17.1 ENSG00000277969
CTB-58E17.2 NONHSAG021657
CTB-58E17.3 NONHSAG021663
CTB-58E17.3 ENSG00000275532
CTB-58E17.9 NONHSAG021664
CTB-58E17.9 ENSG00000275665
CTB-61M7.1 ENSG00000215765
CTB-75G16.3 NONHSAG021611
CTB-91J4.1 NONHSAG021584
CTB-91J4.1 ENSG00000276241
CTB-96E2.3 ENSG00000258924
CTB-96E2.3 TMEM199
CTC-232P5.3 ENSG00000267262
CTC-232P5.3 CTC-232P5.4
CTC-232P5.4 ENSG00000267262
CTC-232P5.4 CTC-232P5.3
CTC-236F12.4 NONHSAG040423
CTC-241F20.4 NONHSAG076878
CTC-241F20.4 ENSG00000268186
CTC-255N20.1 NONHSAG041861
CTC-255N20.1 ENSG00000250343
CTC-268N12.2 NONHSAG021623
CTC-268N12.2 ENSG00000278638
CTC-268N12.3 NONHSAG021622
CTC-268N12.3 ENSG00000277579
CTC-268N12.3 AATF
CTC-297N7.10 ENSG00000263388
CTC-297N7.7 ENSG00000214970
CTC-297N7.7 NONHSAG072945
CTC-304I17.5 NONHSAG073086
CTC-304I17.5 ENSG00000263571
CTC-338M12.2 NONHSAG091452
CTC-338M12.5 NONHSAG042491
CTC-338M12.5 ENSG00000250222
CTC-338M12.9 ENSG00000248103
CTC-338M12.9 NONHSAG042502
CTC-340A15.2 NONHSAG092786
CTC-340A15.2 ENSG00000241956
CTC-347C20.2 NONHSAG040678
CTC-347C20.2 ENSG00000249085
CTC-347C20.2 ENSG00000248371
CTC-360P9.1 NONHSAG076468
CTC-360P9.1 ENSG00000267489
CTC-360P9.1 CTC-360P9.4
CTC-360P9.4 CTC-360P9.1
CTC-360P9.4 CTC-360P9.5
CTC-360P9.4 NONHSAG076468
CTC-360P9.4 ENSG00000267489
CTC-378H22.1 NONHSAG025897
CTC-378H22.1 ENSG00000254887
CTC-428H11.2 CCNH
CTC-436P18.1 NONHSAG040485
CTC-436P18.1 NONHSAG040483
CTC-448F2.4 NONHSAG025424
CTC-448F2.4 ENSG00000267006
CTC-459F4.1 ENSG00000261770
CTC-459F4.1 AC006504.1
CTC-459F4.1 NONHSAG025379
CTC-459F4.1 LINC00662
CTC-459F4.3 ENSG00000281468
CTC-459F4.3 NONHSAG025382
CTC-459F4.3 NONHSAG025378
CTC-459F4.3 ENSG00000267575
CTC-479C5.10 NONHSAG019770
CTC-479C5.10 ENSG00000263126
CTC-487M23.7 SRP19
CTC-498M16.4 NONHSAG040966
CTC-498M16.4 ENSG00000271904
CTC-513N18.7 ENSG00000269110
CTC-523E23.1 NONHSAG025535
CTC-523E23.15 NONHSAG025541
CTC-525D6.2 ENSG00000279387
CTC-525D6.2 ENSG00000266248
CTC-525D6.2 NONHSAG025406
CTC-525D6.2 ENSG00000264515
CTC-534A2.2 TRAPPC13
CTC-535M15.2 NONHSAG092786
CTC-535M15.2 ENSG00000253693
CTC-537E7.3 NONHSAG040592
CTC-550B14.6 NONHSAG026552
CTC-550B14.6 ENSG00000267149
CTC-756D1.2 NONHSAG049767
CTC-756D1.2 ENSG00000253390
CTD-2003C8.2 NONHSAG063304
CTD-2003C8.2 ENSG00000250041
CTD-2007H13.3 NONHSAG041120
CTD-2007H13.3 NONHSAG090380
CTD-2007H13.3 ENSG00000248489
CTD-2012K14.2 ENSG00000261396
CTD-2012K14.2 NONHSAG072221
CTD-2012K14.2 ENSG00000259804
CTD-2012K14.3 ENSG00000259945
CTD-2012K14.3 ENSG00000260894
CTD-2012K14.3 NONHSAG072221
CTD-2012K14.3 ENSG00000259804
CTD-2012K14.6 CTD-2012K14.7
CTD-2012K14.6 ENSG00000280214
CTD-2012K14.6 ENSG00000261386
CTD-2012K14.6 NONHSAG072221
CTD-2012K14.6 ENSG00000259804
CTD-2012K14.7 ENSG00000261386
CTD-2012K14.7 CTD-2012K14.6
CTD-2012K14.7 NONHSAG072221
CTD-2012K14.7 ENSG00000259804
CTD-2023M8.1 NONHSAG091716
CTD-2023M8.1 ENSG00000248693
CTD-2050B12.1 NONHSAG019516
CTD-2050B12.1 ENSG00000246379
CTD-2091N23.1 NONHSAG091116
CTD-2091N23.1 ENSG00000251361
CTD-2126E3.3 NONHSAG026287
CTD-2126E3.3 ENSG00000269091
CTD-2126E3.4 NONHSAG026289
CTD-2132N18.2 NONHSAG021807
CTD-2132N18.2 ZNF385C
CTD-2134A5.3 NONHSAG016038
CTD-2134A5.3 ENSG00000287346
CTD-2139B15.4 NONHSAG039989
CTD-2165H16.4 NONHSAG039951
CTD-2165H16.4 ENSG00000261360
CTD-2184D3.5 ENSG00000259712
CTD-2186M15.3 ENSG00000272086
CTD-2186M15.3 NONHSAG040137
CTD-2195B23.3 ENSG00000269652
CTD-2201E18.3 AC025171.1
CTD-2201E18.3 NONHSAG090943
CTD-2201E18.3 ENSG00000177738
CTD-2210P24.1 NONHSAG062800
CTD-2210P24.1 ENSG00000254519
CTD-2215E18.2 ENSG00000248758
CTD-2223O18.1 ENSG00000258748
CTD-2227E11.1 NONHSAG113735
CTD-2228K2.7 NONHSAG039631
CTD-2234N14.2 ENSG00000255087
CTD-2240J17.1 NONHSAG017628
CTD-2245F17.3 NONHSAG026446
CTD-2256P15.2 NONHSAG039872
CTD-2256P15.2 ENSG00000259802
CTD-2319I12.5 ENSG00000267095
CTD-2319I12.5 NONHSAG022378
CTD-2323K18.1 ENSG00000260269
CTD-2323K18.1 PTPN9
CTD-2325B11.1 ENSG00000249837
CTD-2325B11.1 NONHSAG038822
CTD-2325B11.1 ENSG00000286734
CTD-2325M2.1 ENSG00000267939
CTD-2325P2.4 NONHSAG069277
CTD-2325P2.4 ENSG00000258623
CTD-2337A12.1 NONHSAG041074
CTD-2337A12.1 NONHSAG041078
CTD-2337A12.1 NONHSAG041080
CTD-2337A12.1 NONHSAG041075
CTD-2337A12.1 ENSG00000250158
CTD-2337A12.1 ENSG00000250551
CTD-2337A12.1 RP11-254I22.1
CTD-2337A12.1 NONHSAG090370
CTD-2337A12.1 ENSG00000251314
CTD-2337A12.1 CAST
CTD-2341M24.1 NONHSAG068918
CTD-2376I4.1 NONHSAG091039
CTD-2376I4.1 ENSG00000272081
CTD-2377D24.6 NONHSAG022090
CTD-2377D24.6 ENSG00000244649
CTD-2377D24.6 CTD-2377D24.8
CTD-2382H12.2 ENSG00000266586
CTD-2384A14.1 NONHSAG014595
CTD-2384A14.1 NONHSAG068668
CTD-2384A14.1 ENSG00000258038
CTD-2410N18.4 CDKL3
CTD-2410N18.4 ENSG00000273345
CTD-2410N18.4 PPP2CA
CTD-2503O16.4 NONHSAG040736
CTD-2503O16.4 NONHSAG040739
